,lmp
2013-05-10,30.8650248264
2013-05-11,53.8671969444
2013-05-12,29.8077696528
2013-05-13,46.0227538542
2013-05-14,27.876178125
2013-05-15,17.1561479861
2013-05-16,27.4752279861
2013-05-17,16.4163610764
2013-05-18,21.1911233681
2013-05-19,32.8356073611
2013-05-20,41.8644468403
2013-05-21,29.6721069444
2013-05-22,32.7778873264
2013-05-23,27.0186397917
2013-05-24,32.8613384028
2013-05-25,17.2966620486
2013-05-26,17.8900011806
2013-05-27,52.5973540278
2013-05-28,47.9128377778
2013-05-29,34.4608318056
2013-05-30,37.4229067708
2013-05-31,37.9709817014
2013-06-01,26.8672139236
2013-06-02,23.71906125
2013-06-03,22.8481693056
2013-06-04,25.4278876736
2013-06-05,28.7364862847
2013-06-06,27.7841358681
2013-06-07,43.2322113542
2013-06-08,75.9219416319
2013-06-09,19.4560963889
2013-06-10,34.9816979861
2013-06-11,33.1855102778
2013-06-12,29.7627577083
2013-06-13,28.0421127083
2013-06-14,33.2618595833
2013-06-15,27.7439534375
2013-06-16,24.6111464236
2013-06-17,25.172864375
2013-06-18,29.7003828819
2013-06-19,39.5740221181
2013-06-20,28.0946542361
2013-06-21,37.1211145833
2013-06-22,33.5650015625
2013-06-23,25.4914061458
2013-06-24,31.4804113889
2013-06-25,29.1920495139
2013-06-26,44.1169072222
2013-06-27,42.4605563542
2013-06-28,47.7449480556
2013-06-29,50.8661333333
2013-06-30,44.0339839583
2013-07-01,40.1757514931
2013-07-02,34.2519970486
2013-07-03,46.9400047569
2013-07-04,112.328212743
2013-07-05,20.3095938194
2013-07-06,28.3636038889
2013-07-07,34.1306720833
2013-07-08,31.4663472222
2013-07-09,49.2083554514
2013-07-10,48.1040010069
2013-07-11,28.5671405556
2013-07-12,29.4281488542
2013-07-13,36.657365
2013-07-14,25.5915768056
2013-07-15,14.3283305903
