date,Control,OldFireModel_Moderate_Control,OldFireModel_Extreme_Control,Treatment,OldFireModel_Moderate_Treatment,OldFireModel_Extreme_Treatment
26Oct2011,150558,150558,151198,150558,150558,150978
27Oct2011,150343,150343,151016,150343,150343,150796
28Oct2011,150039,150039,150745,150039,150039,150525
29Oct2011,149702,149702,150441,149702,149701,150221
30Oct2011,149364,149364,150137,149364,149364,149917
31Oct2011,149167,149167,149972,149167,149167,149752
01Nov2011,148905,148905,149810,148905,148905,149557
02Nov2011,148405,148404,149408,148404,148404,149122
03Nov2011,147908,147908,149011,147908,147907,148724
04Nov2011,147488,147487,148590,147487,147487,148304
05Nov2011,146720,146720,147711,146720,146720,147497
06Nov2011,145739,145738,146862,145738,145738,146549
07Nov2011,144748,144747,145904,144748,144747,145591
08Nov2011,143677,143677,144650,143677,143677,144303
09Nov2011,142909,142909,143875,142909,142909,143496
10Nov2011,142070,142070,143069,142070,142070,142657
11Nov2011,141272,141271,142232,141271,141271,141892
12Nov2011,140616,140616,141537,140616,140616,141269
13Nov2011,140062,140062,140871,140062,140062,140748
14Nov2011,139493,139493,140336,139493,139493,140180
15Nov2011,138852,138852,139761,138852,138852,139604
16Nov2011,138129,138129,138998,138129,138128,138842
17Nov2011,137365,137365,138261,137365,137365,138072
18Nov2011,136664,136664,137487,136664,136664,137298
19Nov2011,136083,136083,136867,136083,136083,136678
20Nov2011,135471,135470,136249,135470,135470,136059
21Nov2011,134825,134824,135630,134824,134824,135440
22Nov2011,134224,134224,134950,134224,134224,134834
23Nov2011,133644,133644,134503,133644,133644,134386
24Nov2011,133032,133032,133957,133032,133032,133840
25Nov2011,132607,132607,133459,132607,132607,133342
26Nov2011,132229,132229,133181,132229,132229,133031
27Nov2011,131831,131831,132776,131831,131831,132627
28Nov2011,131200,131199,132106,131199,131199,131923
29Nov2011,130332,130332,131199,130332,130331,131016
30Nov2011,129535,129535,130357,129535,129535,130141
01Dec2011,128887,128887,129663,128887,128887,129414
02Dec2011,128100,128099,128975,128099,128099,128692
03Dec2011,127231,127231,128021,127231,127231,127923
04Dec2011,126575,126575,127326,126575,126574,127195
05Dec2011,125841,125841,126553,125841,125841,126422
06Dec2011,125181,125181,125670,125181,125181,125505
07Dec2011,124299,124299,124676,124299,124299,124584
08Dec2011,123500,123500,123832,123500,123500,123674
09Dec2011,122734,122734,123099,122734,122734,122940
10Dec2011,121975,121975,122222,121975,121975,122031
11Dec2011,120925,120925,121061,120925,120925,120869
12Dec2011,119909,119908,119821,119908,119908,119669
13Dec2011,118781,118781,118575,118781,118781,118324
14Dec2011,117926,117926,117714,117926,117926,117463
15Dec2011,116999,116926,116741,116926,116926,116457
16Dec2011,116132,116059,115868,116059,116059,115551
17Dec2011,115290,115218,114954,115218,115218,114637
18Dec2011,114264,114192,113994,114192,114191,113644
19Dec2011,113235,113162,112998,113162,113162,112648
20Dec2011,112412,112339,112208,112339,112339,111825
21Dec2011,111510,111510,111405,111510,111437,110989
22Dec2011,110551,110551,110441,110551,110479,110096
23Dec2011,109707,109706,109584,109706,109634,109351
24Dec2011,108632,108632,108430,108632,108559,108343
25Dec2011,107685,107685,107405,107685,107685,107390
26Dec2011,106516,106516,106369,106516,106549,106353
27Dec2011,105519,105519,105365,105519,105552,105350
28Dec2011,104595,104595,104435,104595,104628,104459
29Dec2011,103536,103535,103475,103536,103568,103498
30Dec2011,102385,102345,102278,102345,102378,102302
31Dec2011,101195,101155,101109,101155,101155,101139
01Jan2012,101011,100972,100926,100972,100972,100956
02Jan2012,100815,100776,100730,100776,100776,100760
03Jan2012,100611,100571,100525,100571,100571,100555
04Jan2012,100390,100351,100305,100351,100351,100335
05Jan2012,100173,100134,100087,100134,100133,100117
06Jan2012,99949,99910,99863,99910,99910,99893
07Jan2012,99718,99679,99633,99679,99679,99663
08Jan2012,99483,99443,99397,99443,99443,99427
09Jan2012,99245,99205,99159,99205,99205,99189
10Jan2012,99004,98965,98918,98965,98965,98948
11Jan2012,98760,98721,98675,98721,98721,98705
12Jan2012,98515,98476,98430,98476,98476,98460
13Jan2012,98268,98229,98182,98229,98229,98212
14Jan2012,98017,97978,97931,97978,97978,97961
15Jan2012,97778,97738,97692,97738,97738,97722
16Jan2012,97528,97489,97442,97489,97489,97472
17Jan2012,97334,97295,97248,97295,97295,97278
18Jan2012,97109,97070,97023,97070,97070,97053
19Jan2012,96873,96834,96787,96834,96834,96817
20Jan2012,98424,98384,98338,98385,98384,98368
21Jan2012,101720,101681,101635,101681,101681,101665
22Jan2012,102147,102108,102062,102108,102108,102092
23Jan2012,102571,102531,102485,102531,102531,102515
24Jan2012,102863,102823,102777,102823,102823,102807
25Jan2012,103121,103081,103035,103081,103081,103065
26Jan2012,103485,103446,103400,103446,103446,103430
27Jan2012,103847,103807,103761,103807,103807,103791
28Jan2012,104128,104089,104042,104089,104089,104072
29Jan2012,104376,104337,104290,104337,104336,104320
30Jan2012,104606,104567,104520,104567,104567,104550
31Jan2012,104819,104780,104733,104780,104780,104763
01Feb2012,105029,104990,104943,104990,104989,104973
02Feb2012,105173,105134,105088,105134,105134,105118
03Feb2012,105292,105252,105206,105252,105252,105236
04Feb2012,105382,105342,105296,105342,105342,105326
05Feb2012,105459,105419,105373,105420,105419,105403
06Feb2012,105511,105472,105426,105472,105472,105456
07Feb2012,105557,105517,105471,105517,105517,105501
08Feb2012,105604,105564,105518,105564,105564,105548
09Feb2012,105639,105600,105553,105600,105600,105583
10Feb2012,105686,105647,105600,105647,105646,105630
11Feb2012,105754,105715,105668,105715,105715,105698
12Feb2012,105828,105789,105743,105789,105789,105772
13Feb2012,105959,105920,105873,105920,105919,105903
14Feb2012,106063,106024,105977,106024,106024,106007
15Feb2012,106173,106133,106087,106133,106133,106117
16Feb2012,106234,106194,106148,106194,106194,106178
17Feb2012,106297,106258,106212,106258,106258,106241
18Feb2012,106363,106324,106277,106324,106323,106307
19Feb2012,106411,106371,106325,106371,106371,106355
20Feb2012,106448,106409,106362,106409,106409,106392
21Feb2012,106481,106442,106396,106442,106442,106426
22Feb2012,106543,106503,106457,106503,106503,106487
23Feb2012,106624,106584,106538,106584,106584,106568
24Feb2012,106696,106656,106610,106656,106656,106640
25Feb2012,106766,106727,106680,106727,106727,106710
26Feb2012,106806,106767,106720,106767,106767,106750
27Feb2012,106861,106822,106776,106822,106822,106806
28Feb2012,106892,106853,106806,106853,106853,106836
29Feb2012,107928,107888,107842,107888,107888,107872
01Mar2012,109711,109672,109625,109672,109672,109655
02Mar2012,110810,110771,110725,110771,110771,110755
03Mar2012,111141,111101,111055,111101,111101,111085
04Mar2012,111324,111284,111238,111284,111284,111268
05Mar2012,111506,111467,111420,111467,111466,111450
06Mar2012,111676,111637,111591,111637,111637,111620
07Mar2012,111824,111784,111738,111784,111784,111768
08Mar2012,111982,111942,111896,111942,111942,111926
09Mar2012,112161,112121,112075,112121,112121,112105
10Mar2012,112350,112311,112264,112311,112311,112294
11Mar2012,112538,112499,112453,112499,112499,112483
12Mar2012,112715,112676,112629,112676,112676,112659
13Mar2012,112902,112863,112816,112863,112862,112846
14Mar2012,113303,113264,113217,113264,113264,113247
15Mar2012,116030,115991,115944,115991,115990,115974
16Mar2012,121214,121175,121128,121175,121175,121158
17Mar2012,123534,123495,123448,123495,123494,123478
18Mar2012,124682,124643,124597,124643,124643,124626
19Mar2012,125433,125394,125347,125394,125393,125377
20Mar2012,126044,126005,125959,126005,126005,125989
21Mar2012,126886,126847,126800,126847,126846,126830
22Mar2012,127937,127897,127851,127897,127897,127881
23Mar2012,128837,128798,128752,128798,128798,128781
24Mar2012,129543,129503,129457,129503,129503,129487
25Mar2012,130118,130079,130032,130079,130079,130062
26Mar2012,130574,130535,130488,130535,130534,130518
27Mar2012,130954,130914,130868,130914,130914,130898
28Mar2012,131323,131284,131238,131284,131284,131268
29Mar2012,131716,131677,131631,131677,131677,131660
30Mar2012,132388,132349,132302,132349,132349,132332
31Mar2012,133474,133434,133388,133434,133434,133418
01Apr2012,134266,134227,134180,134227,134227,134210
02Apr2012,134936,134897,134850,134897,134897,134880
03Apr2012,135629,135589,135543,135589,135589,135573
04Apr2012,136322,136282,136236,136282,136282,136266
05Apr2012,136870,136830,136784,136830,136830,136814
06Apr2012,137328,137289,137243,137289,137289,137273
07Apr2012,137754,137714,137668,137714,137714,137698
08Apr2012,138213,138173,138127,138174,138173,138157
09Apr2012,138751,138712,138665,138712,138712,138695
10Apr2012,139334,139295,139249,139295,139295,139279
11Apr2012,139884,139845,139799,139845,139845,139829
12Apr2012,140334,140294,140248,140294,140294,140278
13Apr2012,140727,140687,140641,140687,140687,140671
14Apr2012,141075,141036,140989,141036,141036,141019
15Apr2012,141457,141418,141372,141418,141418,141402
16Apr2012,141930,141891,141845,141891,141891,141875
17Apr2012,142595,142556,142510,142556,142556,142540
18Apr2012,143577,143538,143491,143538,143537,143521
19Apr2012,144887,144847,144801,144847,144847,144831
20Apr2012,147011,146972,146926,146972,146972,146956
21Apr2012,149862,149822,149776,149822,149822,149806
22Apr2012,153336,153297,153250,153297,153297,153280
23Apr2012,157186,157147,157101,157147,157147,157130
24Apr2012,160755,160716,160670,160716,160716,160700
25Apr2012,163952,163913,163867,163913,163913,163896
26Apr2012,171214,171175,171129,171175,171175,171159
27Apr2012,174628,174589,174543,174589,174589,174573
28Apr2012,177043,177004,176958,177004,177004,176988
29Apr2012,179324,179285,179238,179285,179285,179268
30Apr2012,181820,181781,181729,181781,181781,181765
01May2012,184431,184392,184340,184392,184392,184376
02May2012,186555,186516,186463,186516,186516,186499
03May2012,188251,188212,188159,188212,188211,188195
04May2012,189942,189902,189850,189902,189902,189886
05May2012,191472,191432,191380,191432,191432,191416
06May2012,192878,192839,192786,192839,192839,192822
07May2012,194239,194199,194147,194199,194199,194183
08May2012,195606,195566,195514,195566,195566,195550
09May2012,197085,197045,196993,197045,197045,197029
10May2012,198570,198531,198479,198531,198531,198515
11May2012,199983,199944,199891,199944,199944,199927
12May2012,201348,201309,201257,201309,201309,201293
13May2012,202707,202667,202615,202667,202667,202651
14May2012,204057,204018,203966,204018,204018,204002
15May2012,205251,205212,205160,205212,205212,205196
16May2012,206355,206316,206264,206316,206316,206300
17May2012,207286,207247,207195,207247,207247,207231
18May2012,208042,208003,207951,208003,208003,207987
19May2012,208678,208639,208586,208639,208639,208622
20May2012,209219,209180,209055,209180,209180,209164
21May2012,209708,209668,209327,209668,209668,209652
22May2012,210100,210061,209575,210061,210061,210045
23May2012,210439,210399,209769,210399,210399,210383
24May2012,210736,210697,210066,210697,210697,210681
25May2012,211022,210982,210279,210982,210982,210966
26May2012,211209,211169,210466,211169,211169,211153
27May2012,211435,211396,210688,211396,211396,211380
28May2012,211759,211720,210933,211720,211719,211559
29May2012,212068,212029,211131,212029,212029,211796
30May2012,212379,212340,211330,212340,212340,212034
31May2012,212689,212650,211568,212650,212650,212272
01Jun2012,212858,212819,211670,212819,212819,212441
02Jun2012,212948,212908,211732,212908,212908,212531
03Jun2012,213018,212979,211818,212979,212979,212583
04Jun2012,213465,213426,212008,213426,213425,212885
05Jun2012,213809,213769,212290,213769,213769,213133
06Jun2012,214080,214041,212547,214041,214041,213324
07Jun2012,214277,214238,212525,214238,214238,213454
08Jun2012,214448,214409,212563,214409,214409,213570
09Jun2012,214395,214356,212564,214356,214356,213517
10Jun2012,214376,214337,212577,214337,214337,213498
11Jun2012,214586,214547,212275,214547,214547,213274
12Jun2012,214579,214540,212185,214540,214540,213119
13Jun2012,214554,214515,212155,214515,214515,213022
14Jun2012,214508,214469,211928,214469,214469,212841
15Jun2012,214437,214398,211336,214398,214398,212267
16Jun2012,214273,214234,210831,214234,214233,211708
17Jun2012,214083,214043,210312,214029,214028,211096
18Jun2012,213939,213756,209632,213668,213668,210462
19Jun2012,213641,213457,208863,213225,213225,209671
20Jun2012,213334,213151,208158,212847,212846,208946
21Jun2012,212942,212758,207400,212382,212382,208095
22Jun2012,212742,212559,206709,212129,212129,207284
23Jun2012,212406,212222,206151,211792,211792,206567
24Jun2012,211955,211772,205592,211269,211269,205981
25Jun2012,211638,211382,204686,210663,210663,205055
26Jun2012,211313,211057,203956,210049,210048,204193
27Jun2012,210976,210720,203254,209495,209423,203391
28Jun2012,210487,210231,202571,208789,208644,202609
29Jun2012,209630,209302,201948,207643,207498,201986
30Jun2012,208947,208619,201338,206960,206816,201304
01Jul2012,207605,207277,200030,205651,205507,199996
02Jul2012,206195,205867,198620,204241,204096,198586
03Jul2012,204746,204418,197172,202792,202648,197137
04Jul2012,203457,203129,195916,201504,201359,195882
05Jul2012,202199,201871,194692,200245,200101,194657
06Jul2012,200935,200607,193495,198982,198837,193460
07Jul2012,199603,199308,192196,197683,197538,192162
08Jul2012,198195,197900,190855,196309,196164,190821
09Jul2012,196819,196523,189479,194932,194787,189445
10Jul2012,195502,195207,188163,193615,193471,188128
11Jul2012,194179,193884,186841,192293,192148,186806
12Jul2012,192854,192559,185549,190968,190823,185515
13Jul2012,191562,191267,184258,189676,189532,184224
14Jul2012,190268,189973,182964,188382,188237,182930
15Jul2012,188937,188642,181667,187052,186907,181633
16Jul2012,187640,187346,180404,185788,185643,180370
17Jul2012,186344,186049,179108,184492,184347,179074
18Jul2012,185015,184720,177813,183163,183018,177778
19Jul2012,183819,183524,176650,181966,181822,176616
20Jul2012,182523,182229,175421,180671,180527,175387
21Jul2012,181360,181065,174220,179508,179364,174185
22Jul2012,180155,179860,173048,178303,178158,173014
23Jul2012,179080,178786,172073,177262,177117,172039
24Jul2012,177850,177555,170876,176064,175920,170842
25Jul2012,176652,176357,169607,174866,174650,169572
26Jul2012,175694,175399,168683,173909,173692,168649
27Jul2012,174698,174403,167687,172913,172696,167653
28Jul2012,173743,173449,166800,171959,171742,166765
29Jul2012,172542,172248,165599,170758,170541,165565
30Jul2012,171447,171152,164570,169662,169446,164536
31Jul2012,170513,170218,163637,168729,168512,163603
01Aug2012,169621,169326,162779,167870,167653,162745
02Aug2012,168831,168537,161990,167080,166864,161956
03Aug2012,168042,167747,161201,166291,166075,161167
04Aug2012,166982,166688,160103,165265,165048,160102
05Aug2012,166000,165705,159121,164282,164066,159153
06Aug2012,165257,164963,158446,163573,163357,158477
07Aug2012,164479,164184,157701,162795,162578,157732
08Aug2012,163740,163445,156995,162056,161840,157027
09Aug2012,162803,162509,156020,161120,160903,156052
10Aug2012,161753,161459,154971,160070,159854,155003
11Aug2012,160764,160470,154082,159147,158930,154113
12Aug2012,160142,159848,153527,158559,158342,153559
13Aug2012,159268,158973,152686,157684,157468,152718
14Aug2012,158371,158077,151823,156787,156571,151855
15Aug2012,157598,157304,151085,156015,155799,151117
16Aug2012,156815,156521,150263,155232,155016,150367
17Aug2012,155955,155661,149437,154373,154156,149541
18Aug2012,155140,154846,148689,153557,153341,148793
19Aug2012,154582,154321,148092,153033,152817,148196
20Aug2012,153897,153636,147441,152381,152164,147545
21Aug2012,153171,152910,146749,151688,151472,146853
22Aug2012,152595,152334,146240,151112,150896,146344
23Aug2012,151828,151567,145540,150379,150163,145644
24Aug2012,151094,150833,144800,149678,149461,144904
25Aug2012,150359,150098,144132,148942,148726,144236
26Aug2012,149780,149519,143587,148364,148148,143691
27Aug2012,148998,148738,142806,147583,147367,142910
28Aug2012,148183,147922,142024,146767,146551,142128
29Aug2012,147405,147144,141280,145989,145773,141384
30Aug2012,146626,146365,140502,145210,144995,140606
31Aug2012,145952,145692,139757,144537,144321,139860
01Sep2012,145099,144839,138904,143684,143468,139008
02Sep2012,144280,144052,138151,142898,142682,138255
03Sep2012,143755,143527,137654,142373,142157,137830
04Sep2012,143117,142890,136938,141696,141586,137115
05Sep2012,142447,142286,136368,141093,141015,136544
06Sep2012,141649,141488,135604,140295,140251,135780
07Sep2012,140876,140715,134831,139522,139478,135008
08Sep2012,140237,140076,134193,138883,138839,134369
09Sep2012,139780,139652,133770,138459,138415,133946
10Sep2012,139184,139056,133273,137863,137819,133449
11Sep2012,138659,138531,132749,137339,137294,132925
12Sep2012,138180,138052,132303,136859,136815,132479
13Sep2012,137837,137709,131888,136516,136472,132064
14Sep2012,137505,137377,131656,136218,136173,131832
15Sep2012,137067,136939,131285,135780,135735,131461
16Sep2012,136852,136724,131070,135565,135521,131246
17Sep2012,136414,136286,130666,135127,135083,130842
18Sep2012,135969,135841,130255,134683,134638,130464
19Sep2012,135486,135358,129766,134199,134188,129975
20Sep2012,134851,134724,129060,133565,133554,129269
21Sep2012,134558,134430,128800,133305,133293,129009
22Sep2012,134231,134103,128473,132978,132967,128682
23Sep2012,133899,133771,128102,132679,132667,128311
24Sep2012,133416,133289,127548,132197,132185,127829
25Sep2012,132810,132682,126975,131590,131579,127256
26Sep2012,132281,132153,126479,131094,131083,126761
27Sep2012,131574,131446,125806,130387,130376,126087
28Sep2012,131161,131034,125427,129975,129964,125708
29Sep2012,130554,130426,124817,129367,129356,125098
30Sep2012,130225,130097,124522,129038,129027,124803
01Oct2012,129992,129865,124389,128806,128795,124670
02Oct2012,129760,129632,124256,128607,128596,124537
03Oct2012,129561,129433,124123,128408,128397,124404
04Oct2012,129396,129268,124024,128276,128264,124305
05Oct2012,129197,129103,123991,128110,128099,124272
06Oct2012,129066,128971,123959,127979,127968,124240
07Oct2012,129035,128940,124094,128014,128003,124375
08Oct2012,128938,128843,124162,127950,127939,124443
09Oct2012,128874,128779,124165,127886,127875,124445
10Oct2012,128810,128715,124266,127823,127811,124547
11Oct2012,128713,128618,124236,127726,127714,124516
12Oct2012,128651,128556,124306,127663,127652,124587
13Oct2012,128622,128527,124409,127635,127623,124690
14Oct2012,128493,128398,124479,127572,127561,124760
15Oct2012,128461,128367,124448,127540,127529,124728
16Oct2012,128397,128302,124515,127475,127464,124796
17Oct2012,128365,128270,124549,127476,127465,124830
18Oct2012,128332,128237,124715,127510,127498,124996
19Oct2012,128298,128203,124814,127509,127498,125095
20Oct2012,128264,128170,124879,127509,127497,125160
21Oct2012,128198,128103,124912,127475,127497,125193
22Oct2012,128086,127992,124834,127364,127385,125114
23Oct2012,128048,127953,124928,127325,127380,125208
24Oct2012,128171,128109,125150,127481,127536,125430
25Oct2012,128336,128274,125381,127646,127701,125662
26Oct2012,128515,128453,125659,127825,127880,125940
27Oct2012,128585,128523,125928,127961,128016,126208
28Oct2012,128667,128605,126142,128043,128098,126423
29Oct2012,128609,128547,126151,127986,128041,126431
30Oct2012,128543,128482,126184,127920,127975,126432
31Oct2012,128602,128540,126342,128012,128066,126590
01Nov2012,128922,128894,126894,128365,128420,127009
02Nov2012,129009,128980,127179,128485,128540,127261
03Nov2012,128969,128941,127239,128445,128500,127321
04Nov2012,128886,128858,127321,128362,128417,127304
05Nov2012,128702,128674,127401,128178,128233,127318
06Nov2012,127969,127941,126716,127445,127500,126639
07Nov2012,127252,127224,126131,126728,126783,125955
08Nov2012,126382,126353,125209,125858,125912,125033
09Nov2012,125823,125794,124514,125332,125387,124416
10Nov2012,125224,125196,123969,124733,124788,123845
11Nov2012,124623,124595,123343,124132,124187,123225
12Nov2012,124100,124072,122729,123609,123664,122756
13Nov2012,123693,123665,122277,123202,123257,122303
14Nov2012,123288,123260,121866,122798,122852,121859
15Nov2012,122783,122755,121493,122292,122347,121453
16Nov2012,122202,122173,121143,121711,121766,120938
17Nov2012,122381,122352,121316,121890,121945,121111
18Nov2012,122390,122361,121267,121932,121987,121101
19Nov2012,122145,122183,121181,121753,121808,120949
20Nov2012,121840,121878,120936,121449,121503,120672
21Nov2012,122645,122683,121729,122287,122341,121536
22Nov2012,122656,122694,121695,122298,122353,121469
23Nov2012,122516,122553,121469,122157,122212,121428
24Nov2012,122227,122264,121412,121868,121923,121205
25Nov2012,121906,121944,121151,121547,121602,120911
26Nov2012,121671,121709,121042,121346,121400,120775
27Nov2012,121398,121436,120790,121073,121127,120529
28Nov2012,121044,121081,120528,120718,120773,120201
29Nov2012,121251,121288,120828,120925,120980,120402
30Nov2012,129424,129461,129266,129098,129153,128807
01Dec2012,135857,135894,135699,135531,135586,135240
02Dec2012,145495,145533,145337,145170,145224,144878
03Dec2012,150309,150347,150151,149983,150038,149692
04Dec2012,151604,151641,151446,151278,151333,150987
05Dec2012,155802,155839,155644,155476,155531,155185
06Dec2012,157700,157738,157542,157375,157430,157083
07Dec2012,158402,158439,158244,158076,158131,157785
08Dec2012,158542,158579,158384,158216,158271,157925
09Dec2012,158368,158405,158210,158042,158097,157751
10Dec2012,158014,158052,157857,157689,157744,157398
11Dec2012,157536,157574,157378,157211,157266,156919
12Dec2012,156997,157035,156840,156672,156727,156381
13Dec2012,156383,156421,156225,156057,156112,155766
14Dec2012,155712,155750,155554,155387,155441,155095
15Dec2012,155003,155040,154845,154677,154732,154386
16Dec2012,154290,154328,154132,153965,154020,153673
17Dec2012,154556,154594,154398,154231,154285,153939
18Dec2012,154208,154245,154050,153882,153937,153591
19Dec2012,153683,153720,153525,153357,153412,153066
20Dec2012,153072,153109,152914,152746,152801,152455
21Dec2012,152509,152546,152351,152183,152238,151892
22Dec2012,152072,152109,151914,151746,151801,151455
23Dec2012,151612,151650,151454,151287,151342,150995
24Dec2012,151053,151091,150895,150728,150783,150436
25Dec2012,150429,150467,150271,150104,150159,149813
26Dec2012,149795,149832,149637,149469,149524,149178
27Dec2012,149131,149169,148973,148806,148860,148514
28Dec2012,148450,148488,148293,148125,148180,147834
29Dec2012,147765,147803,147607,147440,147495,147148
30Dec2012,147088,147126,146931,146763,146818,146472
31Dec2012,146406,146443,146248,146080,146135,145789
01Jan2013,146658,146696,146501,146333,146388,146042
02Jan2013,146918,146956,146760,146593,146648,146301
03Jan2013,147185,147222,147027,146859,146914,146568
04Jan2013,147442,147479,147284,147117,147171,146825
05Jan2013,147706,147743,147548,147380,147435,147089
06Jan2013,147976,148013,147818,147650,147705,147359
07Jan2013,148235,148273,148077,147910,147965,147619
08Jan2013,148518,148556,148360,148193,148248,147902
09Jan2013,148826,148863,148668,148500,148555,148209
10Jan2013,149122,149159,148964,148796,148851,148505
11Jan2013,149405,149443,149248,149080,149135,148789
12Jan2013,149695,149733,149538,149370,149425,149079
13Jan2013,149991,150029,149834,149666,149721,149375
14Jan2013,150294,150331,150136,149968,150023,149677
15Jan2013,150602,150639,150444,150276,150331,149985
16Jan2013,150895,150932,150737,150569,150624,150278
17Jan2013,151192,151229,151034,150866,150921,150575
18Jan2013,151514,151552,151357,151189,151244,150898
19Jan2013,151842,151879,151684,151517,151571,151225
20Jan2013,152188,152225,152030,151862,151917,151571
21Jan2013,152557,152595,152399,152232,152287,151941
22Jan2013,152933,152970,152775,152607,152662,152316
23Jan2013,153312,153350,153155,152987,153042,152696
24Jan2013,153745,153783,153587,153420,153475,153129
25Jan2013,154878,154915,154720,154552,154607,154261
26Jan2013,155932,155970,155702,155607,155662,155316
27Jan2013,156789,156827,156559,156464,156519,156173
28Jan2013,157515,157553,157285,157190,157245,156899
29Jan2013,158178,158216,157876,157853,157908,157562
30Jan2013,158849,158887,158474,158524,158579,158233
31Jan2013,159528,159566,159009,159203,159258,158840
01Feb2013,160215,160252,159623,159889,159944,159526
02Feb2013,160897,160934,160233,160572,160626,160136
03Feb2013,161574,161612,160910,161249,161304,160813
04Feb2013,162272,162309,161608,161946,162001,161511
05Feb2013,162990,163027,162326,162664,162719,162229
06Feb2013,163699,163737,163035,163374,163429,162938
07Feb2013,164399,164437,163663,164074,164129,163638
08Feb2013,165088,165126,164240,164763,164818,164255
09Feb2013,165764,165802,164844,165439,165494,164859
10Feb2013,166426,166464,165434,166101,166156,165448
11Feb2013,167072,167110,166008,166747,166802,166022
12Feb2013,167734,167772,166597,167409,167464,166612
13Feb2013,168412,168449,167203,168087,168142,167217
14Feb2013,169106,169143,167824,168780,168835,167838
15Feb2013,169850,169888,168457,169525,169508,168439
16Feb2013,170610,170648,169106,170285,170268,169126
17Feb2013,171316,171353,169739,170991,170973,169760
18Feb2013,172017,172054,170368,171692,171674,170388
19Feb2013,172654,172691,170965,172328,172311,171025
20Feb2013,173166,173203,171326,172841,172823,171393
21Feb2013,173525,173490,171529,173127,173110,171535
22Feb2013,173866,173831,171752,173469,173451,171692
23Feb2013,174334,174299,172036,173936,173919,172088
24Feb2013,174756,174721,172346,174358,174341,172510
25Feb2013,175160,175126,172639,174763,174745,172842
26Feb2013,175522,175488,172818,175125,175107,173132
27Feb2013,175869,175834,172980,175471,175454,173333
28Feb2013,176152,176044,173112,175682,175664,173505
01Mar2013,176629,176450,173446,176087,176070,173838
02Mar2013,176914,176735,173658,176372,176355,174123
03Mar2013,177302,177123,174007,176760,176742,174511
04Mar2013,177733,177554,174366,177191,177174,174870
05Mar2013,178136,177956,174729,177594,177576,175200
06Mar2013,178538,178359,175092,177996,177978,175530
07Mar2013,178868,178688,175310,178326,178308,175788
08Mar2013,179255,179004,175626,178641,178624,176103
09Mar2013,179556,179305,175960,178942,178925,176404
10Mar2013,179944,179692,176275,179330,179312,176719
11Mar2013,180303,180051,176667,179689,179671,177078
12Mar2013,180749,180497,177074,180134,180117,177452
13Mar2013,181325,181073,177539,180711,180693,177956
14Mar2013,182061,181809,178235,181447,181429,178692
15Mar2013,182826,182574,178889,182212,182194,179312
16Mar2013,183620,183368,179571,183005,182988,180034
17Mar2013,184384,184133,180224,183770,183753,180799
18Mar2013,185106,184854,180906,184491,184474,181448
19Mar2013,185856,185604,181545,185242,185224,182159
20Mar2013,187476,187225,183127,186862,186845,183740
21Mar2013,189126,188874,184770,188512,188495,185318
22Mar2013,190427,190176,185960,189813,189796,186547
23Mar2013,191338,191086,186831,190724,190706,187457
24Mar2013,192363,192112,187712,191677,191659,188410
25Mar2013,193273,193021,188550,192586,192569,189248
26Mar2013,194052,193800,189362,193366,193348,190027
27Mar2013,194808,194557,190184,194122,194104,190816
28Mar2013,195641,195389,190939,194955,194937,191538
29Mar2013,196521,196197,191740,195762,195745,192306
30Mar2013,197446,197122,192659,196688,196670,193264
31Mar2013,198697,198373,193838,197866,197848,194443
01Apr2013,199946,199622,195014,199115,199097,195619
02Apr2013,200924,200600,195993,200094,200076,196598
03Apr2013,201874,201550,196943,201043,201026,197548
04Apr2013,203376,203052,198373,202545,202528,198978
05Apr2013,204825,204501,199750,203995,203977,200428
06Apr2013,205989,205665,200770,205158,205141,201519
07Apr2013,207104,206780,201668,206273,206256,202490
08Apr2013,208090,207766,202654,207259,207242,203476
09Apr2013,208748,208424,203168,207917,207900,203990
10Apr2013,209241,208917,203517,208411,208393,204338
11Apr2013,209771,209447,203902,208941,208923,204724
12Apr2013,210335,210012,204395,209505,209488,205216
13Apr2013,210853,210529,204768,210022,210005,205661
14Apr2013,211378,211054,205076,210548,210530,205970
15Apr2013,211823,211499,205377,210993,210975,206343
16Apr2013,212212,211888,205694,211382,211364,206660
17Apr2013,212411,212088,205749,211581,211563,206787
18Apr2013,212596,212273,205789,211766,211749,206828
19Apr2013,212881,212558,205930,212051,212034,206968
20Apr2013,213233,212910,206065,212403,212386,207176
21Apr2013,213669,213346,206430,212839,212822,207612
22Apr2013,214268,213945,206956,213438,213421,208139
23Apr2013,214825,214501,207441,213995,213905,208624
24Apr2013,215178,214891,207831,214384,214295,209013
25Apr2013,215178,215178,208172,214726,214636,209355
26Apr2013,215178,215178,208514,215139,215049,209696
27Apr2013,215178,215178,208858,215178,215178,210041
28Apr2013,215178,215178,209397,215178,215178,210547
29Apr2013,215178,215178,209991,215178,215178,211140
30Apr2013,215178,215178,210553,215178,215178,211702
01May2013,215178,215178,211116,215178,215178,212265
02May2013,215178,215178,211641,215178,215178,212790
03May2013,215178,215178,212196,215178,215178,213345
04May2013,215178,215178,212746,215178,215178,213895
05May2013,215178,215178,213346,215178,215178,214495
06May2013,215178,215178,214267,215178,215178,215178
07May2013,215178,215178,215178,215178,215178,215178
