date,Control,OldFireModel_Moderate_Control,OldFireModel_Extreme_Control,Treatment,OldFireModel_Moderate_Treatment,OldFireModel_Extreme_Treatment
30Dec1985,50596,50613,57700,50601,50634,54249
31Dec1985,50635,50649,57772,50652,50654,54286
01Jan1986,51600,51612,58729,51612,51616,55248
02Jan1986,52546,52557,59668,52554,52560,56192
03Jan1986,53477,53486,60591,53480,53488,57120
04Jan1986,54622,54630,61728,54620,54631,58263
05Jan1986,55986,55991,63083,55979,55991,59623
06Jan1986,57111,57115,64200,57099,57114,60746
07Jan1986,58125,58127,65207,58109,58125,61757
08Jan1986,59099,59100,66173,59078,59097,62729
09Jan1986,60054,60053,67120,60028,60048,63681
10Jan1986,60998,60996,68057,60968,60990,64623
11Jan1986,61935,61931,68986,61900,61924,65557
12Jan1986,62868,62862,69911,62828,62854,66487
13Jan1986,63796,63789,70831,63752,63780,67413
14Jan1986,64721,64712,71748,64672,64702,68335
15Jan1986,65642,65631,72661,65588,65620,69253
16Jan1986,66922,66909,73933,66863,66897,70530
17Jan1986,68408,68394,75411,68344,68380,72013
18Jan1986,69612,69596,76608,69544,69582,73215
19Jan1986,70723,70706,77711,70650,70690,74323
20Jan1986,71794,71775,78775,71717,71759,75392
21Jan1986,72812,72792,79785,72730,72774,76407
22Jan1986,73800,73778,80765,73713,73759,77393
23Jan1986,74771,74747,81727,74679,74727,78360
24Jan1986,75727,75701,82643,75630,75680,79314
25Jan1986,76673,76646,83482,76572,76624,80258
26Jan1986,77614,77585,84349,77508,77562,81195
27Jan1986,78550,78519,85244,78439,78495,82129
28Jan1986,79484,79452,86105,79369,79427,83061
29Jan1986,80417,80383,86996,80297,80357,83958
30Jan1986,81454,81419,87960,81329,81392,84959
31Jan1986,82831,82790,89259,82716,82771,86268
01Feb1986,84318,84268,90764,84227,84266,87721
02Feb1986,85798,85737,92227,85730,85752,89166
03Feb1986,87259,87189,93706,87215,87221,90626
04Feb1986,88772,88693,95204,88753,88742,92105
05Feb1986,90211,90122,96628,90216,90189,93543
06Feb1986,91645,91546,98046,91673,91630,94941
07Feb1986,93006,92898,99425,93058,92999,96301
08Feb1986,94363,94245,100701,94440,94364,97591
09Feb1986,95717,95589,102005,95817,95725,98844
10Feb1986,97033,96895,103240,97157,97049,100159
11Feb1986,98378,98231,104471,98526,98401,101437
12Feb1986,99668,99511,105613,99840,99699,102725
13Feb1986,101235,101069,106966,101431,101274,104192
14Feb1986,103027,102851,108511,103247,103073,105883
15Feb1986,104805,104619,110009,105049,104859,107560
16Feb1986,106506,106311,111497,106774,106568,109161
17Feb1986,108152,107947,111602,108444,108221,110707
18Feb1986,109831,109617,111602,110147,109908,111602
19Feb1986,111477,111286,111602,111602,111561,111602
20Feb1986,111602,111602,111602,111602,111602,111602
21Feb1986,111602,111602,111602,111602,111602,111602
22Feb1986,111602,111602,111602,111602,111602,111602
23Feb1986,111602,111602,111602,111602,111602,111602
24Feb1986,111602,111602,111602,111602,111602,111602
25Feb1986,111602,111602,111602,111602,111602,111602
26Feb1986,111602,111602,111602,111602,111602,111602
27Feb1986,111602,111602,111602,111602,111602,111602
28Feb1986,111602,111602,111602,111602,111602,111602
01Mar1986,111602,111602,111602,111602,111602,111602
02Mar1986,111602,111602,111602,111602,111602,111602
03Mar1986,111602,111602,111602,111602,111602,111602
04Mar1986,111602,111602,111602,111602,111602,111602
05Mar1986,111602,111602,111602,111602,111602,111602
06Mar1986,111602,111602,111602,111602,111602,111602
07Mar1986,111602,111602,111602,111602,111602,111602
08Mar1986,111602,111602,111602,111602,111602,111602
09Mar1986,111602,111602,111602,111602,111602,111602
10Mar1986,111602,111602,111602,111602,111602,111602
11Mar1986,111602,111602,111602,111602,111602,111602
12Mar1986,111602,111602,111602,111602,111602,111602
13Mar1986,111602,111602,111602,111602,111602,111602
14Mar1986,111602,111602,111602,111602,111602,111602
15Mar1986,111602,111602,111602,111602,111602,111602
16Mar1986,111602,111602,111602,111602,111602,111602
17Mar1986,111602,111602,111602,111602,111602,111602
18Mar1986,111602,111602,111602,111602,111602,111602
19Mar1986,111602,111602,111602,111602,111602,111602
20Mar1986,111602,111602,111602,111602,111602,111602
21Mar1986,111602,111602,111602,111602,111602,111602
22Mar1986,111602,111602,111602,111602,111602,111602
23Mar1986,111602,111602,111602,111602,111602,111602
24Mar1986,111602,111602,111602,111602,111602,111602
25Mar1986,111602,111602,111602,111602,111602,111602
26Mar1986,111602,111602,111602,111602,111602,111602
27Mar1986,111602,111602,111602,111602,111602,111602
28Mar1986,111602,111602,111602,111602,111602,111602
29Mar1986,111602,111602,111602,111602,111602,111602
30Mar1986,111602,111602,111602,111602,111602,111602
31Mar1986,111602,111602,111602,111602,111602,111602
01Apr1986,111766,111766,111728,111765,111763,111744
02Apr1986,112029,112030,111952,112027,112024,111985
03Apr1986,112260,112260,112144,112255,112251,112192
04Apr1986,112424,112424,112269,112418,112412,112334
05Apr1986,112356,112357,112362,112349,112342,112443
06Apr1986,112157,112158,112123,112148,112139,112221
07Apr1986,112156,112157,112084,112146,112135,112197
08Apr1986,112493,112494,112382,112482,112470,112512
09Apr1986,112599,112600,112450,112586,112573,112595
10Apr1986,112528,112530,112340,112514,112499,112502
11Apr1986,112533,112535,112307,112518,112501,112485
12Apr1986,112628,112630,112561,112611,112593,112557
13Apr1986,112860,112863,112755,112842,112822,112767
14Apr1986,113115,113118,112972,113096,113075,113000
15Apr1986,113365,113367,113182,113344,113321,113227
16Apr1986,113565,113568,113344,113543,113518,113405
17Apr1986,113559,113562,113299,113535,113510,113376
18Apr1986,113419,113422,113121,113394,113366,113214
19Apr1986,113555,113559,113218,113528,113500,113327
20Apr1986,113830,113834,113488,113802,113772,113580
21Apr1986,114132,114135,113751,114102,114070,113859
22Apr1986,114564,114568,114145,114533,114500,114269
23Apr1986,114985,114989,114526,114952,114918,114667
24Apr1986,115282,115286,114785,115248,115212,114942
25Apr1986,115416,115420,114881,115381,115343,115054
26Apr1986,115656,115661,115115,115619,115580,115271
27Apr1986,115871,115876,115325,115833,115792,115497
28Apr1986,116234,116239,115649,116195,116153,115838
29Apr1986,116562,116567,115939,116521,116478,116143
30Apr1986,116656,116661,116010,116614,116570,116225
01May1986,116707,116712,116057,116664,116621,116274
02May1986,116689,116695,116035,116647,116603,116255
03May1986,116681,116686,116022,116638,116595,116245
04May1986,116569,116574,115905,116525,116482,116131
05May1986,116660,116666,115991,116615,116574,116221
06May1986,116764,116770,116091,116719,116678,116324
07May1986,116869,116875,116191,116823,116783,116427
08May1986,116944,116950,116262,116898,116858,116501
09May1986,116956,116962,116268,116909,116869,116511
10May1986,116979,116985,116287,116932,116893,116532
11May1986,117002,117008,116305,116954,116916,116554
12May1986,117097,117103,116396,117049,117011,116648
13May1986,117241,117248,116535,117193,117155,116790
14May1986,117401,117408,116690,117352,117315,116949
15May1986,117149,117155,116433,117099,117062,116695
16May1986,116370,116377,115650,116320,116284,115914
17May1986,115657,115664,114932,115607,115571,115200
18May1986,114912,114918,114182,114860,114825,114453
19May1986,114199,114206,113465,114147,114113,113739
20May1986,113520,113527,112781,113467,113433,113058
21May1986,112840,112847,112097,112788,112754,112377
22May1986,112062,112069,111347,112009,111975,111597
23May1986,111383,111390,110663,111329,111296,110916
24May1986,110952,110959,110227,110897,110865,110483
25May1986,110553,110561,109824,110498,110467,110083
26May1986,110324,110331,109590,110268,110237,109852
27May1986,110164,110172,109392,110108,110077,109691
28May1986,109971,109979,109195,109915,109884,109497
29May1986,109900,109908,109119,109843,109813,109424
30May1986,109896,109904,109110,109838,109809,109418
31May1986,109774,109782,108986,109717,109688,109295
01Jun1986,109724,109731,108934,109666,109637,109244
02Jun1986,109702,109710,108911,109644,109615,109222
03Jun1986,109665,109673,108873,109607,109578,109183
04Jun1986,109611,109619,108819,109554,109525,109129
05Jun1986,109637,109645,108844,109580,109551,109155
06Jun1986,109673,109681,108878,109615,109586,109189
07Jun1986,109700,109708,108904,109643,109613,109216
08Jun1986,109721,109730,108925,109664,109635,109236
09Jun1986,109739,109747,108941,109682,109652,109253
10Jun1986,109752,109761,108954,109695,109666,109266
11Jun1986,109762,109770,108962,109705,109675,109274
12Jun1986,109769,109778,108969,109713,109683,109281
13Jun1986,109775,109783,108973,109718,109689,109286
14Jun1986,109778,109787,108976,109722,109692,109289
15Jun1986,109782,109790,108979,109726,109696,109292
16Jun1986,109785,109794,108981,109729,109699,109294
17Jun1986,109789,109798,108984,109733,109703,109297
18Jun1986,109792,109801,108986,109736,109707,109300
19Jun1986,109796,109805,108989,109740,109710,109303
20Jun1986,109800,109808,108992,109744,109714,109305
21Jun1986,109803,109812,108994,109747,109717,109308
22Jun1986,109807,109816,108997,109751,109721,109311
23Jun1986,109810,109819,108999,109755,109724,109314
24Jun1986,109814,109823,109002,109758,109728,109317
25Jun1986,109817,109826,109004,109762,109732,109319
26Jun1986,109821,109830,109007,109766,109735,109322
27Jun1986,109824,109834,109010,109769,109739,109325
28Jun1986,109828,109837,109012,109773,109742,109328
29Jun1986,109831,109841,109015,109777,109746,109331
30Jun1986,109810,109819,108992,109755,109724,109308
01Jul1986,109767,109776,108949,109712,109681,109265
02Jul1986,109724,109733,108906,109669,109638,109222
03Jul1986,109681,109690,108863,109626,109595,109179
04Jul1986,109638,109647,108820,109583,109552,109136
05Jul1986,109595,109604,108777,109540,109510,109093
06Jul1986,109552,109561,108734,109497,109467,109050
07Jul1986,109509,109519,108691,109455,109424,109007
08Jul1986,109466,109476,108648,109412,109381,108964
09Jul1986,109423,109433,108605,109369,109338,108920
10Jul1986,109380,109390,108562,109326,109295,108877
11Jul1986,109338,109347,108519,109283,109252,108834
12Jul1986,109295,109304,108475,109240,109209,108791
13Jul1986,109252,109261,108432,109197,109167,108748
14Jul1986,109209,109218,108389,109155,109124,108705
15Jul1986,109166,109176,108346,109112,109081,108662
16Jul1986,108396,108405,107576,108342,108311,107892
17Jul1986,107593,107602,106773,107539,107508,107089
18Jul1986,106757,106766,105937,106703,106672,106252
19Jul1986,105954,105963,105101,105900,105869,105416
20Jul1986,105118,105128,104265,105064,105033,104580
21Jul1986,104283,104292,103429,104228,104197,103745
22Jul1986,103480,103489,102626,103426,103395,102942
23Jul1986,102644,102654,101790,102590,102559,102106
24Jul1986,101809,101818,100955,101755,101724,101271
25Jul1986,100974,100983,100119,100920,100889,100435
26Jul1986,100139,100148,99284,100084,100053,99600
27Jul1986,99303,99313,98449,99249,99218,98764
28Jul1986,98468,98478,97613,98414,98383,97929
29Jul1986,97633,97643,96778,97580,97548,97094
30Jul1986,96799,96808,95943,96745,96714,96259
31Jul1986,95960,95969,95104,95906,95875,95420
01Aug1986,95119,95128,94263,95065,95034,94579
02Aug1986,94278,94287,93422,94224,94193,93738
03Aug1986,93470,93479,92614,93416,93385,92930
04Aug1986,92629,92638,91774,92575,92544,92089
05Aug1986,91788,91797,90933,91734,91703,91249
06Aug1986,90947,90957,90092,90894,90862,90408
07Aug1986,90107,90116,89252,90053,90022,89568
08Aug1986,89266,89276,88412,89213,89182,88727
09Aug1986,88426,88435,87599,88372,88341,87887
10Aug1986,87612,87620,86903,87566,87539,87149
11Aug1986,86914,86921,86306,86874,86851,86518
12Aug1986,86315,86321,85795,86282,86262,85976
13Aug1986,85803,85808,85357,85774,85757,85512
14Aug1986,85363,85368,84981,85339,85324,85114
15Aug1986,84987,84991,84659,84966,84953,84773
16Aug1986,84664,84667,84383,84646,84636,84481
17Aug1986,84388,84390,84147,84372,84363,84231
18Aug1986,84151,84153,83944,84137,84130,84016
19Aug1986,83948,83950,83771,83936,83930,83832
20Aug1986,83773,83775,83622,83764,83758,83675
21Aug1986,83624,83626,83494,83616,83611,83539
22Aug1986,83496,83498,83385,83489,83485,83424
23Aug1986,83387,83388,83291,83381,83377,83324
24Aug1986,83293,83294,83211,83288,83285,83239
25Aug1986,83212,83213,83142,83208,83205,83167
26Aug1986,83143,83144,83083,83140,83137,83104
27Aug1986,83084,83085,83033,83081,83079,83051
28Aug1986,83034,83034,82986,83031,83029,83004
29Aug1986,82987,82988,82940,82985,82983,82958
30Aug1986,82941,82942,82894,82938,82937,82912
31Aug1986,82917,82917,82902,82914,82912,82925
01Sep1986,82125,82126,82177,82123,82122,82210
02Sep1986,81334,81335,81452,81332,81331,81494
03Sep1986,80543,80544,80726,80541,80540,80779
04Sep1986,79752,79754,80001,79750,79749,80063
05Sep1986,78961,78963,79276,78959,78959,79348
06Sep1986,78170,78172,78551,78168,78168,78632
07Sep1986,77379,77382,77826,77377,77378,77917
08Sep1986,76588,76591,77101,76586,76587,77202
09Sep1986,75797,75801,76376,75796,75797,76487
10Sep1986,75007,75010,75651,75005,75007,75772
11Sep1986,74216,74220,74926,74215,74217,75057
12Sep1986,73426,73430,74202,73425,73427,74342
13Sep1986,72635,72640,73477,72634,72637,73628
14Sep1986,71845,71850,72752,71844,71847,72913
15Sep1986,71055,71060,72028,71054,71057,72198
16Sep1986,70265,70270,71304,70264,70267,71484
17Sep1986,69475,69480,70579,69474,69477,70769
18Sep1986,68684,68690,69855,68684,68688,70055
19Sep1986,67895,67900,69131,67894,67898,69340
20Sep1986,67105,67111,68407,67104,67109,68626
21Sep1986,66315,66321,67683,66315,66320,67912
22Sep1986,65525,65532,66959,65525,65530,67198
23Sep1986,64736,64743,66235,64736,64741,66484
24Sep1986,63946,63953,65511,63946,63952,65770
25Sep1986,63157,63164,64787,63157,63163,65056
26Sep1986,62367,62375,64064,62368,62374,64342
27Sep1986,61578,61586,63340,61579,61585,63628
28Sep1986,60789,60797,62617,60790,60796,62914
29Sep1986,60000,60008,61893,60001,60008,62201
30Sep1986,59990,59999,61926,59991,59998,62235
01Oct1986,59904,59913,61829,59905,59913,62130
02Oct1986,59819,59828,61765,59820,59827,62057
03Oct1986,59734,59743,61668,59734,59742,61952
04Oct1986,59615,59625,61538,59616,59624,61814
05Oct1986,59530,59540,61441,59531,59539,61709
06Oct1986,59445,59455,61311,59445,59454,61570
07Oct1986,59293,59304,61181,59294,59302,61432
08Oct1986,59142,59152,61050,59143,59151,61294
09Oct1986,58991,59001,60920,58991,59000,61156
10Oct1986,58839,58850,60790,58840,58848,61017
11Oct1986,58688,58699,60660,58688,58697,60879
12Oct1986,58537,58548,60497,58537,58546,60708
13Oct1986,58385,58396,60334,58386,58395,60537
14Oct1986,58232,58244,60202,58233,58242,60397
15Oct1986,58045,58057,60036,58045,58055,60223
16Oct1986,57890,57902,59903,57890,57900,60081
17Oct1986,57702,57714,59703,57703,57712,59873
18Oct1986,57517,57529,59505,57517,57527,59668
19Oct1986,57397,57409,59341,57397,57407,59495
20Oct1986,57310,57322,59242,57310,57320,59388
21Oct1986,57156,57169,59110,57156,57167,59247
22Oct1986,57070,57082,59011,57070,57080,59141
23Oct1986,56917,56930,58813,56917,56927,58935
24Oct1986,56631,56644,58549,56631,56642,58663
25Oct1986,56379,56392,58285,56378,56389,58390
26Oct1986,56258,56272,58120,56258,56269,58217
27Oct1986,56105,56119,57954,56105,56116,58043
28Oct1986,55985,55999,57789,55985,55996,57870
29Oct1986,55897,55912,57723,55897,55909,57796
30Oct1986,55812,55826,57659,55812,55823,57724
31Oct1986,55722,55736,57547,55721,55733,57609
01Nov1986,55631,55645,57426,55631,55642,57488
02Nov1986,55540,55554,57304,55540,55551,57367
03Nov1986,55416,55430,57149,55416,55427,57214
04Nov1986,55325,55339,57060,55325,55336,57126
05Nov1986,55234,55248,56971,55234,55246,57038
06Nov1986,55110,55124,56783,55110,55122,56851
07Nov1986,54887,54901,56562,54887,54898,56632
08Nov1986,54664,54678,56341,54664,54675,56412
09Nov1986,54507,54521,56152,54507,54518,56225
10Nov1986,54416,54430,55964,54416,54428,56038
11Nov1986,54259,54273,55809,54259,54271,55884
12Nov1986,54168,54182,55688,54168,54180,55764
13Nov1986,54077,54091,55599,54077,54089,55676
14Nov1986,53986,54000,55510,53986,53998,55589
15Nov1986,53895,53909,55421,53895,53907,55468
16Nov1986,53804,53818,55299,53804,53816,55347
17Nov1986,53713,53728,55177,53714,53726,55227
18Nov1986,53655,53670,55088,53656,53668,55139
19Nov1986,53565,53579,55000,53565,53577,55052
20Nov1986,53507,53521,54911,53507,53519,54964
21Nov1986,53449,53463,54855,53449,53461,54909
22Nov1986,53358,53372,54766,53359,53371,54822
23Nov1986,53300,53315,54710,53301,53313,54767
24Nov1986,53242,53257,54655,53243,53255,54713
25Nov1986,53185,53199,54599,53185,53197,54658
26Nov1986,53127,53141,54543,53127,53140,54604
27Nov1986,53069,53083,54487,53070,53082,54549
28Nov1986,52978,52992,54399,52979,52991,54462
29Nov1986,52887,52902,54277,52888,52900,54341
30Nov1986,52741,52756,54123,52742,52754,54181
01Dec1986,52641,52656,53939,52642,52654,53982
02Dec1986,52606,52622,53887,52608,52620,53915
03Dec1986,52539,52554,53835,52540,52553,53848
04Dec1986,52471,52487,53684,52473,52486,53749
05Dec1986,52404,52420,53533,52406,52419,53583
06Dec1986,52337,52353,53349,52339,52352,53384
07Dec1986,52104,52121,53132,52106,52120,53185
08Dec1986,52036,52054,52948,52039,52053,52986
09Dec1986,51969,51987,52863,51972,51986,52919
10Dec1986,51902,51920,52778,51905,51919,52820
11Dec1986,51834,51853,52627,51837,51852,52654
12Dec1986,51701,51719,52443,51704,51719,52488
13Dec1986,51534,51553,52259,51538,51553,52289
14Dec1986,51400,51420,52074,51404,51419,52090
15Dec1986,51300,51320,51890,51304,51319,51891
16Dec1986,51200,51220,51706,51204,51219,51759
17Dec1986,51099,51120,51522,51103,51119,51626
18Dec1986,50999,51019,51371,51003,51019,51493
19Dec1986,50931,50952,51253,50936,50952,51360
20Dec1986,50864,50852,51135,50836,50852,51227
21Dec1986,50730,50719,50984,50702,50719,51062
22Dec1986,50630,50619,50866,50602,50619,50929
23Dec1986,50628,50618,50781,50601,50618,50862
24Dec1986,50594,50584,50730,50567,50584,50829
25Dec1986,50560,50550,50645,50566,50550,50729
26Dec1986,50459,50450,50560,50465,50450,50629
27Dec1986,50392,50383,50475,50398,50383,50530
28Dec1986,50325,50316,50390,50331,50316,50430
29Dec1986,50257,50249,50272,50264,50249,50297
30Dec1986,50190,50182,50187,50197,50182,50198
31Dec1986,50102,50129,50154,50109,50129,50131
01Jan1987,50126,50155,50304,50135,50156,50229
02Jan1987,50150,50182,50455,50160,50183,50327
03Jan1987,50175,50209,50605,50185,50209,50425
04Jan1987,50199,50236,50756,50211,50236,50523
05Jan1987,50223,50263,50906,50236,50263,50621
06Jan1987,50247,50290,51057,50261,50290,50719
07Jan1987,50272,50316,51207,50287,50316,50817
08Jan1987,50296,50343,51358,50312,50343,50915
09Jan1987,50320,50370,51508,50337,50370,51013
10Jan1987,50344,50397,51659,50363,50397,51112
11Jan1987,50369,50424,51809,50388,50423,51210
12Jan1987,50393,50451,51959,50413,50450,51308
13Jan1987,50417,50477,52110,50439,50477,51406
14Jan1987,50441,50504,52260,50464,50504,51504
15Jan1987,50465,50531,52411,50489,50530,51602
16Jan1987,50490,50558,52561,50515,50557,51700
17Jan1987,50514,50585,52712,50540,50584,51798
18Jan1987,50538,50612,52862,50565,50611,51896
19Jan1987,50562,50638,53013,50591,50637,51994
20Jan1987,50587,50665,53163,50616,50664,52092
21Jan1987,50611,50692,53313,50641,50691,52190
22Jan1987,50635,50719,53464,50667,50718,52288
23Jan1987,50659,50746,53614,50692,50744,52386
24Jan1987,50684,50773,53765,50717,50771,52485
25Jan1987,50708,50799,53915,50743,50798,52583
26Jan1987,50732,50826,54066,50768,50825,52681
27Jan1987,50756,50853,54216,50793,50851,52779
28Jan1987,50790,50890,54376,50828,50888,52887
29Jan1987,50815,50917,54527,50854,50915,52985
30Jan1987,50839,50943,54677,50879,50941,53083
31Jan1987,50879,50987,54852,50920,50985,53207
01Feb1987,50933,51046,55052,50976,51045,53355
02Feb1987,50987,51105,55251,51032,51105,53504
03Feb1987,51042,51164,55450,51089,51165,53653
04Feb1987,51096,51223,55649,51145,51225,53801
05Feb1987,51150,51281,55848,51201,51284,53950
06Feb1987,51205,51340,56048,51257,51344,54098
07Feb1987,51259,51399,56247,51313,51404,54247
08Feb1987,51313,51458,56446,51369,51464,54396
09Feb1987,51368,51517,56645,51425,51524,54544
10Feb1987,51422,51576,56844,51481,51584,54693
11Feb1987,51522,51681,57089,51583,51689,54887
12Feb1987,51624,51787,57336,51686,51796,55083
13Feb1987,52170,52338,58027,52234,52348,55724
14Feb1987,52332,52504,58333,52398,52515,55979
15Feb1987,52477,52654,58623,52545,52666,56219
16Feb1987,52581,52763,58872,52650,52775,56417
17Feb1987,52665,52851,59101,52736,52865,56596
18Feb1987,52741,52932,59322,52814,52946,56766
19Feb1987,52814,53009,59539,52888,53024,56932
20Feb1987,52880,53079,59750,52956,53096,57093
21Feb1987,52944,53148,59959,53022,53165,57251
22Feb1987,53006,53215,60166,53086,53233,57408
23Feb1987,53068,53282,60373,53150,53301,57564
24Feb1987,53129,53347,60578,53212,53367,57719
25Feb1987,53189,53412,60783,53274,53432,57873
26Feb1987,53249,53476,60988,53336,53498,58027
27Feb1987,53307,53539,61191,53396,53562,58180
28Feb1987,53394,53631,61442,53496,53666,58378
01Mar1987,53516,53759,61747,53642,53816,58629
02Mar1987,53640,53889,62053,53790,53968,58881
03Mar1987,53763,54019,62360,53939,54120,59134
04Mar1987,53889,54151,62669,54089,54274,59388
05Mar1987,54122,54390,63085,54346,54535,59749
06Mar1987,54358,54633,63504,54608,54800,60115
07Mar1987,54553,54834,63882,54827,55024,60439
08Mar1987,54741,55028,64253,55039,55239,60754
09Mar1987,54922,55215,64617,55245,55449,61064
10Mar1987,55093,55392,64971,55441,55649,61364
11Mar1987,55258,55564,65319,55630,55842,61658
12Mar1987,55443,55755,65687,55840,56056,61972
13Mar1987,55652,55970,66079,56074,56293,62309
14Mar1987,55831,56156,66441,56277,56501,62617
15Mar1987,55986,56317,66780,56457,56684,62901
16Mar1987,56136,56473,67112,56631,56862,63179
17Mar1987,56289,56632,67448,56809,57044,63461
18Mar1987,56454,56804,67797,56999,57238,63755
19Mar1987,56604,56959,68129,57173,57415,64033
20Mar1987,56745,57107,68453,57339,57585,64303
21Mar1987,56882,57251,68774,57501,57751,64569
22Mar1987,57016,57390,69090,57659,57913,64831
23Mar1987,57147,57528,69404,57815,58073,65091
24Mar1987,57277,57664,69717,57969,58231,65349
25Mar1987,57406,57799,70029,58123,58389,65607
26Mar1987,57540,57939,70346,58281,58550,65869
27Mar1987,57673,58079,70662,58439,58712,66131
28Mar1987,57805,58216,70976,58595,58872,66391
29Mar1987,57938,58356,71293,58753,59034,66654
30Mar1987,58077,58502,71615,58917,59202,66921
31Mar1987,58361,58789,72071,59223,59511,67331
01Apr1987,58774,59203,72644,59656,59946,67866
02Apr1987,59195,59625,73226,60097,60389,68409
03Apr1987,59618,60049,73809,60540,60833,68954
04Apr1987,60027,60459,74378,60969,61264,69484
05Apr1987,60438,60871,74949,61400,61697,70017
06Apr1987,60859,61293,75530,61841,62140,70560
07Apr1987,61297,61733,76129,62299,62600,71120
08Apr1987,61748,62184,76740,62770,63073,71693
09Apr1987,62224,62662,77376,63266,63571,72291
10Apr1987,62720,63159,78033,63782,64089,72909
11Apr1987,63234,63674,78707,64315,64624,73544
12Apr1987,63729,64171,79363,64831,65142,74162
13Apr1987,64223,64666,80017,65345,65658,74778
14Apr1987,64735,65178,80689,65876,66191,75411
15Apr1987,65256,65701,81370,66418,66735,76055
16Apr1987,65778,66223,82052,66959,67278,76698
17Apr1987,66301,66748,82736,67503,67824,77343
18Apr1987,66801,67249,83395,68022,68345,77964
19Apr1987,67265,67714,84019,68506,68831,78550
20Apr1987,67718,68168,84633,68980,69306,79126
21Apr1987,68180,68631,85255,69461,69790,79709
22Apr1987,68654,69106,85889,69955,70286,80304
23Apr1987,69131,69585,86527,70452,70785,80904
24Apr1987,69609,70063,87164,70950,71285,81503
25Apr1987,70089,70544,87804,71449,71786,82105
26Apr1987,70580,71037,88456,71961,72299,82718
27Apr1987,71091,71549,89127,72492,72833,83351
28Apr1987,71595,72054,89791,73015,73358,83976
29Apr1987,72092,72552,90448,73533,73877,84595
30Apr1987,72542,73003,90970,73993,74338,85102
01May1987,72896,73356,91305,74346,74691,85446
02May1987,73214,73674,91605,74663,75008,85755
03May1987,73519,73978,91891,74967,75311,86050
04May1987,73819,74278,92174,75266,75611,86341
05May1987,74117,74576,92454,75564,75908,86630
06May1987,74409,74868,92728,75855,76199,86913
07May1987,74694,75151,92994,76139,76482,87188
08May1987,74974,75431,93256,76419,76762,87459
09May1987,75280,75737,93544,76724,77067,87756
10May1987,75576,76033,93822,77019,77362,88043
11May1987,75856,76313,94084,77299,77641,88314
12May1987,76123,76579,94332,77564,77906,88571
13May1987,76379,76835,94571,77820,78162,88818
14May1987,76627,77083,94801,78068,78409,89057
15May1987,76870,77325,95025,78310,78651,89290
16May1987,77108,77563,95246,78547,78888,89520
17May1987,77343,77797,95462,78781,79122,89745
18May1987,77573,78027,95674,79011,79351,89966
19May1987,77804,78257,95887,79241,79581,90187
20May1987,78042,78495,96107,79478,79818,90417
21May1987,78278,78731,96325,79714,80053,90644
22May1987,78509,78961,96538,79944,80283,90865
23May1987,78739,79191,96750,80173,80512,91086
24May1987,78969,79421,96962,80403,80742,91307
25May1987,79200,79651,97174,80633,80971,91528
26May1987,79430,79881,97387,80862,81200,91749
27May1987,79660,80111,97599,81092,81430,91970
28May1987,79890,80341,97811,81322,81659,92192
29May1987,80121,80571,98023,81551,81888,92413
30May1987,80351,80801,98236,81781,82117,92634
31May1987,80473,80923,98348,81902,82239,92751
01Jun1987,80488,80937,98361,81917,82254,92766
02Jun1987,80503,80952,98374,81932,82268,92781
03Jun1987,80518,80967,98387,81947,82283,92796
04Jun1987,80533,80982,98400,81961,82298,92810
05Jun1987,80548,80996,98413,81976,82312,92825
06Jun1987,80562,81011,98427,81991,82327,92840
07Jun1987,80577,81026,98440,82006,82342,92855
08Jun1987,80592,81041,98453,82020,82356,92869
09Jun1987,80607,81055,98466,82035,82371,92884
10Jun1987,80622,81070,98479,82050,82386,92899
11Jun1987,80637,81085,98492,82064,82400,92914
12Jun1987,80652,81100,98505,82079,82415,92928
13Jun1987,80667,81114,98518,82094,82430,92943
14Jun1987,80681,81129,98531,82109,82444,92958
15Jun1987,80696,81144,98544,82123,82459,92973
16Jun1987,80711,81159,98557,82138,82474,92987
17Jun1987,80726,81173,98570,82153,82488,93002
18Jun1987,80741,81188,98583,82167,82503,93017
19Jun1987,80756,81203,98596,82182,82518,93031
20Jun1987,80771,81218,98609,82197,82532,93046
21Jun1987,80785,81232,98622,82212,82547,93061
22Jun1987,80800,81247,98635,82226,82562,93076
23Jun1987,80815,81262,98648,82241,82576,93090
24Jun1987,80830,81277,98662,82256,82591,93105
25Jun1987,80845,81291,98675,82270,82605,93120
26Jun1987,80860,81306,98688,82285,82620,93135
27Jun1987,80874,81321,98701,82300,82635,93149
28Jun1987,80889,81336,98714,82314,82649,93164
29Jun1987,80904,81350,98727,82329,82664,93179
30Jun1987,80899,81345,98720,82324,82659,93173
01Jul1987,80541,80954,98327,81933,82268,92780
02Jul1987,80249,80662,97999,81641,81975,92454
03Jul1987,80056,80469,97771,81448,81782,92226
04Jul1987,79930,80342,97610,81321,81656,92065
05Jul1987,79737,80150,97349,81128,81463,91838
06Jul1987,79511,79891,97021,80869,81204,91512
07Jul1987,79219,79599,96694,80577,80912,91185
08Jul1987,78994,79373,96400,80351,80686,90925
09Jul1987,78801,79181,96140,80159,80493,90698
10Jul1987,78642,79021,95912,79999,80333,90504
11Jul1987,78449,78828,95651,79806,80141,90244
12Jul1987,78223,78603,95324,79581,79915,89983
13Jul1987,77998,78377,95030,79355,79689,89756
14Jul1987,77739,78118,94737,79063,79397,89463
